year,country,Electricity production from hydroelectric sources (% of total),Electric power transmission and distribution losses (% of output),Electricity production from nuclear sources (% of total),Electric power consumption (kWh per capita),"Annual freshwater withdrawals, total (billion cubic meters)","Annual freshwater withdrawals, total (% of internal resources)","Industrial design applications, nonresident, by count","Industrial design applications, resident, by count","Trademark applications, nonresident, by count","Trademark applications, resident, by count","Air transport, registered carrier departures worldwide","Air transport, freight (million ton-km)","Air transport, passengers carried",Container port traffic (TEU: 20 foot equivalent units),Mobile cellular subscriptions,Mobile cellular subscriptions (per 100 people),Fixed telephone subscriptions,Fixed telephone subscriptions (per 100 people),Fixed broadband subscriptions,Fixed broadband subscriptions (per 100 people),Secure Internet servers,Secure Internet servers (per 1 million people),"Individuals using the Internet, female (% of female population)","Individuals using the Internet, male (% of male population)",Individuals using the Internet (% of population)
2010,SVN,28.6070559610706,5.97323600973236,34.4099756690998,6510.84188436593,0.9255,4.95715050883771,449.0,133.0,5134.0,5590.0,21840.0,1.533,979803.0,476731.0,2120000.0,103.1430699,910833.0,44.5,471000.0,23.013,684.0,333.889327403381,67.5392,72.2054,70.0
2010,SWE,44.7673479279425,7.10948649594744,38.9288310849019,14935.2866446879,2.689,1.57251461988304,74.0,734.0,5221.0,19722.0,584145.0,473.0,41153081.0,1397145.0,11000000.0,117.1682302,4734480.0,50.5,3000000.0,31.984,11265.0,1201.19947204804,91.6136,92.4043,90.0
2010,THA,3.48735121847211,6.34696667544619,0.0,2260.34193597391,57.307,25.5253663533918,338.0,3276.0,12875.0,24781.0,201306.0,2938.670391666,28780723.0,7179449.0,71700000.0,105.0619397,6835150.0,9.97,3250000.0,4.74173,753.0,10.9799660530946,22.7851,21.9301,22.4
2010,UKR,6.96506873980554,11.4892918423115,47.2133370051052,3510.37518229883,14.85,26.950998185118,2869.0,2949.0,27641.0,28796.0,66038.0,69.320238864,3956053.0,690260.0,53900000.0,117.7678197,12941300.0,28.3,2960000.0,6.4549,567.0,12.2050965081951,20.1441,24.1751,23.3
2010,USA,6.53962721797539,5.9610179904669,19.160543847909,13394.9027551068,418.7,14.8580553584102,12353.0,16706.0,82313.0,295190.0,10095197.0,39353.2561,720497000.0,41610618.0,285000000.0,91.6239454,149652000.0,48.1,84500000.0,27.172,767662.0,2481.71561200499,72.0988,71.2639,71.7
2011,AUS,6.62162162162162,5.84548104956268,0.0,10697.5265559249,13.215,2.6859756097561,3302.0,2664.0,41718.0,69064.0,593145.002471011,2846.59879756427,63360310.3377656,6865295.0,23800000.0,106.4049909,10573000.0,47.0,5550000.0,24.6978,48509.0,2171.39426528817,78.4037,80.6025,79.5
2011,BGR,7.26617713644506,8.65405437328976,32.1160698466445,4863.69144110061,6.385,30.4047619047619,72.0,615.0,5492.0,13476.0,12297.0,2.29862,932868.0,147594.0,10500000.0,138.869183,2272830.0,30.8,1260000.0,17.0297,745.0,101.383607264129,46.98,49.01,48.0
2011,COL,78.5984208918263,11.9478347564604,0.0,1175.92695333195,17.8456303101,0.831964117020979,237.0,147.0,12108.0,16976.0,237570.829047845,968.160358466796,18768534.7701547,2861151.0,46200000.0,101.9676509,7126730.0,15.7,3350000.0,7.39764,680.0,15.0244321571103,40.1722,40.5355,40.4
2011,DEU,3.83479334489164,4.04470228649064,17.6100064750466,7281.95731913142,36.422802,34.0400018691589,12066.0,41848.0,24657.0,181142.0,1021899.93850367,7716.76190298526,107042775.791182,15199723.0,90900000.0,111.6386991,51400000.0,63.6,27300000.0,33.7099,118157.0,1471.90314571602,78.07,84.49,81.3
2011,ESP,11.2000462825892,8.8573305155404,19.6421947476067,5599.35598067865,35.07,31.5377697841727,463.0,18540.0,10005.0,62432.0,535074.0,1313.29316795807,52736140.9250126,13901612.0,52600000.0,112.5430587,19889000.0,42.3,11200000.0,23.7623,12387.0,265.003964148667,64.39,69.79,67.1
2011,EST,0.232684402388893,7.36058326223532,0.0,6314.41444766954,1.874,14.7442958300551,55.0,52.0,4228.0,1766.0,13492.0,4.871,614933.0,197717.0,1810000.0,136.0581244,471908.0,35.6,349000.0,26.2888,970.0,730.730376311077,77.2299,75.68,76.5
2011,FIN,16.9317424252731,3.66389572930981,31.5465095712983,15711.9017005823,4.431,4.1411214953271,56.0,258.0,4504.0,10469.0,144467.0,740.085265,9508050.0,1398619.0,8940000.0,165.9191643,1080000.0,20.0,1610000.0,29.8056,8519.0,1581.02634759344,88.41,89.0099,88.7
2011,GBR,2.33643970833231,7.60694980065389,18.7469595301574,5472.53418140493,7.685,5.3,221.0,4290.0,16266.0,72159.0,1062692.0,6280.25098328964,111598546.141229,8142319.0,77200000.0,121.9256338,33252400.0,52.4,20600000.0,32.4187,114622.0,1811.95314929256,84.41,86.38,85.4
2011,HRV,45.3882001230986,16.0995339839972,0.0,3900.60136120405,0.664407,1.76235278514589,2087.0,622.0,15546.0,4822.0,26743.0,1.67474,1812519.0,176741.0,5120000.0,117.5396533,1848030.0,43.2,893000.0,20.8566,739.0,172.638462354303,51.5499,64.67,57.8
2011,ISL,72.6686421474638,2.92254953227587,0.0,52373.8770085325,0.278675,0.163926470588235,346.0,51.0,6370.0,1489.0,24488.0,82.068191,2150527.0,199850.0,344085.0,107.764655,191118.0,59.9,112000.0,34.9643,1043.0,3269.44898969951,93.8498,95.7796,94.8
2011,ITA,15.782881278071,6.89005588586197,0.0,5514.7867741245,33.8084773504,18.5251930687123,752.0,28307.0,12552.0,85144.0,328771.58001328,760.26837,33923370.5051058,9533620.0,96000000.0,159.9989834,22105500.0,36.6,13500000.0,22.3939,11306.0,190.402575140096,49.82,59.08,54.4
2011,JAM,3.57142857142857,22.6033834586466,0.0,1193.26468378486,1.4610714286,13.4996898142844,23.0,41.0,2360.0,2825.0,0.0,0.0,0.0,1848231.0,2950000.0,107.2546492,270068.0,9.78,118000.0,4.28434,91.0,32.9651142150644,40.0331,34.7691,37.4
2011,KOR,1.48891064824937,3.31397172761928,29.4175357207366,10183.4048179215,29.197,45.0223592906708,4271.0,54300.0,38878.0,132866.0,282239.0,12381.6339,39911749.5898122,21610491.0,52500000.0,106.7865025,29468500.0,60.0,17900000.0,36.3533,10413.0,208.524250270913,79.5443,87.9479,83.8
2011,LTU,21.8996267109083,18.0837826627955,0.0,3529.91877785355,0.6264,4.05174644243208,428.0,61.0,4756.0,3330.0,7122.0,2.291,69445.0,382185.0,4940000.0,159.3007028,711909.0,23.5,728000.0,24.0272,757.0,249.990505644601,63.56,63.72,63.6
2011,LVA,47.3658296405711,10.0935499753816,0.0,3264.05332015348,0.3691,2.1788665879575,78.0,117.0,4824.0,2166.0,54241.0,5.313543,3299391.0,305239.0,2310000.0,111.1713483,516344.0,25.1,457000.0,22.2056,673.0,326.745185849069,69.0499,70.54,69.8
2011,MEX,11.9722938804092,15.0626426511731,3.33246352589109,2225.2881168903,79.48,19.4327628361858,2240.0,1909.0,29190.0,71091.0,386063.994109534,774.603519631098,29538937.0,4226288.0,94600000.0,82.85839199,19996800.0,17.4,11600000.0,10.0362,2001.0,17.363234634032,35.5066,38.977,37.2
2011,MLT,0.0,8.58191831115191,0.0,4785.3786502926,0.0381,75.4455445544555,1.0,7.0,399.0,423.0,14891.0,6.352,1673765.0,2406652.0,521748.0,123.1784046,232203.0,54.7,129000.0,30.3037,849.0,2039.55144282049,66.4599,69.5799,68.0
2011,PRT,23.0909991994205,7.79611909572643,0.0,4848.18461841562,8.8791555556,23.3661988305263,25.0,1598.0,6142.0,23901.0,129004.0,355.849353,11014639.0,1777207.0,12300000.0,116.7515206,4542560.0,43.0,2240000.0,21.2468,2256.0,213.685737992491,52.53,58.1,55.3
2011,ROU,24.0223733063311,11.4775704389476,18.8806917723452,2639.03343377907,6.592,15.5545068428504,149.0,1030.0,6462.0,22612.0,57823.0,6.0952,3659209.0,648548.0,23400000.0,115.8242824,4680000.0,23.1,3280000.0,16.1875,1227.0,60.9007715487478,38.7,41.37,40.0
2011,SWE,44.2511884578305,7.04564342940727,40.2081047837505,14030.2689758396,2.6262,1.53578947368421,23.0,583.0,5639.0,19414.0,638729.0,495.0,46260220.0,1495064.0,11500000.0,120.9864009,4482200.0,47.4,3030000.0,32.0391,16174.0,1711.67694071453,92.01,93.51,92.8
2011,THA,5.26400308324769,6.95850462487153,0.0,2229.96994748722,57.307,25.5253663533918,844.0,2905.0,15493.0,23457.0,227322.0,2870.78888291064,31940491.9838508,7527975.0,77400000.0,112.714004,6661000.0,9.65,3900000.0,5.64434,1022.0,14.8100470895736,23.8841,23.4466,23.7
2011,TUR,22.8158662208524,14.1107182869573,0.0,2666.73837788233,48.735,21.4691629955947,5884.0,35491.0,29965.0,152271.0,420222.0,1544.26626010139,53500303.0,6523059.0,65300000.0,88.06572866,15210800.0,20.5,7590000.0,10.2289,8689.0,117.065146464342,33.4686,52.9017,43.1
2011,USA,7.92192047615993,5.96689752275166,18.8852049092037,13245.8819278677,423.9192223549,15.0432655200461,13024.0,17443.0,91313.0,319502.0,10057768.0,39621.9135350454,730796000.0,42100460.0,297000000.0,94.75188415,143319000.0,45.6,88300000.0,28.117,930471.0,2986.26550102635,70.0752,69.3692,69.7
2012,ARE,0.0,6.20210502532432,0.0,13475.0322264325,2.6211818182,1747.45454546667,400.0,45.0,12668.0,4130.0,311758.0,12032.543632735,59948766.6976478,18063296.0,13800000.0,158.9763381,1967490.0,26.2,955000.0,12.7381,2167.0,293.176654966659,83.2,85.6311,85.0
2012,AUT,65.7562359682107,4.85379392036142,0.0,8526.93674287434,3.4122222222,6.204040404,525.0,526.0,9465.0,17304.0,162715.735981131,322.104,14518841.0529716,285900.0,13600000.0,161.1931998,3380000.0,40.1,2130000.0,25.2645,13601.0,1613.40623020831,76.0357,84.1106,80.0
2012,BGR,8.40698608703007,8.94616653275257,33.3763268067831,4757.12192686228,5.7146,27.212380952381,235.0,743.0,4862.0,13416.0,11826.0,1.93406,973062.0,169922.0,10800000.0,143.966837,2132910.0,29.1,1330000.0,18.2007,1839.0,251.714781283261,50.8148,53.0169,51.9
2012,BHR,0.0,5.71947527749748,0.0,19192.4656151879,0.1899363636,4748.40909,61.0,9.0,9191.0,310.0,63711.9791706662,338.071008606076,5861786.99900694,525309.0,2120000.0,173.3884708,299416.0,24.6,295000.0,24.2856,271.0,224.158866599833,89.9999,86.923,88.0
2012,CHE,57.7113074356735,6.55078108220335,36.4280702759203,7886.09430625342,2.0,4.95049504950495,8208.0,3991.0,47547.0,36866.0,257233.254295533,1371.470116,26386306.6034666,102240.0,10600000.0,132.0838051,4721980.0,59.0,3210000.0,40.16,27881.0,3486.49301269586,80.8915,89.7528,85.2
2012,COL,74.8862903098884,12.1468704260376,0.0,1205.55667721954,19.8731737468,0.926488286564102,280.0,210.0,13209.0,18591.0,254059.928996848,918.324091591658,22012458.8443775,3381952.0,49100000.0,107.1729328,7066130.0,15.5,3940000.0,8.61552,1401.0,30.645853152334,48.2664,49.7268,49.0
2012,CRI,71.092982111264,10.6447808138392,0.0,1952.85782345977,2.338321,2.06931061946903,48.0,21.0,7677.0,6503.0,40081.0,15.744,1770111.37834698,1229530.0,5380000.0,113.5432338,995089.0,21.3,449000.0,9.61836,767.0,164.453442094163,46.4698,48.5756,47.5
2012,DEU,4.43249712723256,3.90919190086485,15.8296647854417,7251.52666451421,33.647141,31.4459261682243,12110.0,43323.0,20994.0,171297.0,985668.769188173,7236.98063027006,105978474.526384,15269690.0,92400000.0,113.3108833,50100000.0,61.9,28000000.0,34.5501,176527.0,2194.9044898179,79.3996,85.3174,82.4
2012,ESP,8.12009759441857,8.6285698922563,20.6581574012461,5573.37980168283,36.75,33.0485611510791,472.0,17389.0,8658.0,59786.0,471440.886886395,1131.85052008716,48089178.327112,14066221.0,50700000.0,108.360446,19574600.0,41.6,11500000.0,24.5107,18879.0,403.629824906669,66.8101,72.1437,69.8
2012,EST,0.350965154173978,7.34519929806969,0.0,6689.36777611787,1.631,12.8324154209284,158.0,86.0,3592.0,1684.0,26778.0,2.252,914519.0,227809.0,2000000.0,151.1890235,448212.0,33.9,350000.0,26.4254,1661.0,1255.76852126263,77.1888,78.6717,78.4
2012,FIN,23.9437019783841,4.1314567326128,32.6468875601824,15690.1468441556,4.0048,3.74280373831776,112.0,280.0,4119.0,9880.0,138914.132653061,690.866320824715,10731828.4925915,1445102.0,9320000.0,172.1508026,889500.0,16.4,1650000.0,30.4324,11939.0,2205.22053036487,89.6412,90.1176,89.9
2012,GBR,2.27329537182773,7.77194529367977,19.3392170920168,5457.17153387944,8.017,5.52896551724138,183.0,4733.0,15058.0,78257.0,1050702.90909091,6243.54285285133,115419920.565667,7978028.0,78300000.0,122.7564922,33197400.0,51.9,21700000.0,33.9048,159285.0,2500.54101073285,87.2662,87.6888,87.5
2012,HRV,46.4807066480707,17.5453277545328,0.0,3825.72585279018,0.652752,1.73143766578249,2450.0,732.0,14663.0,4388.0,26456.0,1.738189,1872799.0,172491.0,4970000.0,114.7695513,1743540.0,40.9,919000.0,21.5819,1336.0,313.587934187845,54.7196,70.2468,61.9
2012,ISL,70.3003020115106,2.76938856914924,0.0,53202.8336596865,0.294,0.172941176470588,409.0,67.0,6822.0,1582.0,26469.0,98.30421,2400160.0,220518.0,352114.0,109.7000115,180004.0,56.1,113000.0,35.3508,1469.0,4580.37640778757,95.4581,96.9532,96.2
2012,ISR,0.0507920383479889,2.7554680803784,0.0,7184.37519752228,1.2624,168.32,538.0,1011.0,13423.0,3241.0,47073.827458256,810.909456005204,5381980.0,2561000.0,9230000.0,121.5077872,3594000.0,47.2,1940000.0,25.4608,7123.0,900.448770621326,68.0308,73.7588,70.8
2012,ITA,14.6533144879159,7.01691075491936,0.0,5397.74147734024,33.9160025641,18.5841109940274,847.0,29923.0,10542.0,78532.0,306320.503320053,795.11615,31072962.155732,9674361.0,97200000.0,161.4693276,21748800.0,35.9,13800000.0,22.7375,18058.0,303.293346187722,50.8043,60.9477,55.8
2012,JAM,3.63068045203174,24.8377013705218,0.0,1127.53072214628,1.4907142857,13.773577434168,18.0,94.0,1982.0,2341.0,0.0,0.0,0.0,1855400.0,2710000.0,98.37384145,253143.0,9.13,123000.0,4.4382,147.0,53.0220781047673,36.5006,30.9804,33.8
2012,KOR,1.4293239290344,3.22980136656219,28.0797148823778,10320.08998114,29.197,45.0223592906708,4602.0,60867.0,41448.0,140908.0,285000.0,12290.68063,39969577.0157166,22559272.0,53600000.0,108.0393019,30099200.0,60.7,18300000.0,36.8,13470.0,268.327478966921,80.0183,88.1229,84.1
2012,LTU,18.5802101923458,17.509418996629,0.0,3607.70379811318,0.5368,3.47218628719276,511.0,66.0,4201.0,3265.0,11874.0,3.056,592996.0,381278.0,5000000.0,163.1312022,675394.0,22.6,769000.0,25.7288,1344.0,449.833370875231,66.0555,66.3273,67.2
2012,LVA,60.0940489703259,9.06437489865413,0.0,3587.93286598611,0.2482,1.46517119244392,186.0,104.0,4176.0,2314.0,46732.0,4.057,2888683.0,366417.0,2630000.0,128.1080484,476141.0,23.4,476000.0,23.4018,1141.0,560.875654211557,72.0633,74.3198,73.1
2012,MAR,6.56591221346446,16.7510304432714,0.0,835.460910026104,10.573,36.4586206896552,1930.0,2622.0,12213.0,15004.0,61161.3007019091,38.8408635811992,6563646.6759083,2790692.0,39000000.0,117.3709565,3279050.0,9.83,690000.0,2.06726,113.0,3.38777345365306,45.7717,65.3959,55.4
2012,MEX,10.3773431371592,14.3379325384813,2.85456681867154,2261.95902611346,82.73,20.2273838630807,2183.0,1954.0,29819.0,76010.0,415279.822989187,763.886260561117,32909408.724554,4810170.0,101000000.0,87.0169211,20587800.0,17.6,13100000.0,11.1946,3146.0,26.9307332637734,37.6578,41.9985,39.8
2012,MUS,2.64474624731951,6.82630450321658,0.0,2075.831965105,0.582,21.1559432933479,52.0,19.0,997.0,839.0,12258.0,172.006,1313976.0,417467.0,1490000.0,115.290457,349100.0,27.1,141000.0,10.9218,121.0,96.3466312917933,33.5473,37.3315,35.4
2012,NZL,51.303081232493,6.72717086834734,0.0,9442.39014541412,7.538,2.30519877675841,2532.0,1219.0,17987.0,15876.0,203388.0,975.021,13937353.9431784,2594088.0,4920000.0,111.6027902,1880000.0,42.6,1270000.0,28.8326,12618.0,2862.4577482362,82.1509,81.1568,81.6
2012,PAN,62.6293153551087,13.681273974195,0.0,1964.75047190189,1.1555333333,0.84592484136164,85.0,4.0,7712.0,4519.0,82753.0,79.8959724316117,7517581.27701275,6853273.0,6210000.0,165.480489,569880.0,15.2,295000.0,7.84035,877.0,233.2908426561,41.8947,38.6296,40.3
2012,PRT,14.2875530956365,10.097824687862,0.0,4736.35177088695,8.8124444444,23.1906432747368,178.0,1944.0,4703.0,20624.0,131870.0,320.824462,11338080.0,1904965.0,11900000.0,113.2623797,4558080.0,43.4,2390000.0,22.7408,3767.0,358.255433937013,56.2866,64.5601,60.3
2012,ROU,20.894233211957,11.9603692099246,19.4190871369295,2604.24313747583,6.482,15.2949504483247,310.0,1046.0,5609.0,20942.0,51685.0,5.622633,3593312.0,684059.0,22800000.0,113.4223875,4650000.0,23.1,3540000.0,17.5675,2635.0,131.368800582909,44.3134,47.5068,45.9
2012,SWE,47.4648927419984,6.58017182893955,38.4465751286316,14289.5950931227,2.5634,1.49906432748538,79.0,735.0,4964.0,18534.0,663141.0,516.0,49192941.0,1501991.0,11800000.0,123.9897982,4169080.0,43.8,3070000.0,32.283,22775.0,2392.48925402027,91.8002,94.5207,93.2
2012,THA,5.29188806876915,5.74406219207728,0.0,2366.78046050341,57.307,25.5253663533918,1049.0,2432.0,17455.0,27508.0,252368.898405228,2758.43883609572,36392469.3545263,7845500.0,85000000.0,122.9260548,6377000.0,9.18,4520000.0,6.50814,2095.0,30.171626291558,26.5954,26.3197,26.5
2012,TUR,24.1611550923606,14.8883488659518,0.0,2749.71368123426,50.51,22.2511013215859,6335.0,39921.0,32002.0,193749.0,476115.0,1933.67835962636,63350312.0,7302956.0,67700000.0,89.90814233,13859700.0,18.4,7870000.0,10.4644,16733.0,222.584847653222,34.6829,55.8033,45.1
2012,UKR,5.52801214815113,10.7709248886252,45.3227606874566,3591.96708179709,12.8745,23.3656987295826,3377.0,3480.0,31694.0,30406.0,73378.9426182735,75.7839377415526,5828107.61211785,720301.0,59300000.0,130.8590206,12182100.0,26.9,3640000.0,8.03755,1866.0,40.3808210057136,33.3619,37.4896,35.3
2012,USA,6.95200738347947,6.26367505232295,18.6714631315462,12964.1879389302,429.0384447098,15.2249270656423,13987.0,18812.0,96816.0,330032.0,9864360.0,39111.3403776909,736699000.0,43120527.0,305000000.0,96.26929679,138595000.0,43.7,92500000.0,29.1736,1205823.0,3841.69740629711,75.2518,74.1254,74.7
2013,AUS,7.32646268596864,4.80771544291615,0.0,10263.7355576839,19.148,3.89186991869919,3918.0,2994.0,44608.0,69285.0,641451.0,1984.693734,68197955.0,7304610.0,24900000.0,107.910329,10350000.0,44.5,5980000.0,25.7399,81067.0,3505.12572806905,82.7891,84.1358,83.5
2013,AUT,66.9699806893323,5.17584411024636,0.0,8501.23876406383,3.3733333333,6.13333333327273,390.0,451.0,9213.0,18191.0,166251.0,326.399,15037454.0,285900.0,13300000.0,156.5179428,3334000.0,39.3,2230000.0,26.3223,15751.0,1857.46801554702,76.9633,84.3499,80.6
2013,BGD,1.77478236450435,13.1573528035196,0.0,296.341695089956,35.87,34.1619047619048,132.0,1100.0,3580.0,8001.0,59064.0,225.1869,2781708.0,1584873.0,117000000.0,75.66900657,1082350.0,0.691,1530000.0,0.974448,146.0,0.932715792854325,5.09841,8.18118,6.63
2013,BGR,10.9437407280612,8.8896496633573,32.342804975465,4643.97328879171,5.468,26.0380952380952,263.0,831.0,5238.0,12540.0,11736.0,1.731,1013220.0,180446.0,10500000.0,141.1194769,1942420.0,26.7,1420000.0,19.5682,2343.0,322.500056778179,51.7801,54.377,53.1
2013,BRA,68.4943889509808,16.6413238081557,2.7065472165483,2600.67222764742,67.405375,1.19069731496202,3029.0,3818.0,31094.0,132330.0,952307.0,1637.382,95591641.0,9214483.0,271000000.0,134.3929329,45038100.0,22.7,21400000.0,10.7622,17456.0,87.9491616360537,52.8162,49.1403,51.0
2013,COL,67.9180011080931,7.11071472007135,0.0,1460.20990308805,21.9007171835,1.02101245610723,448.0,318.0,16796.0,19284.0,304365.908,1222.15686718904,26929238.0,3068565.0,50300000.0,108.7745797,7141460.0,15.5,4540000.0,9.83199,1923.0,41.6670422406304,51.1495,52.2661,51.7
2013,DEU,4.50633394968851,3.83183993762339,15.2324796735875,7217.18189106524,25.326,23.6691588785047,10440.0,46757.0,21053.0,172567.0,954874.0,7335.69940204315,109062321.51578,15401010.0,100000000.0,122.4697309,48700000.0,60.1,28600000.0,35.3423,209774.0,2601.18328828955,81.4862,86.8616,84.2
