year,country,Fertilizer consumption (% of fertilizer production),Fertilizer consumption (kilograms per hectare of arable land),Agricultural land (sq. km),Agricultural land (% of land area),Arable land (hectares per person),Arable land (% of land area),Land under cereal production (hectares),Permanent cropland (% of land area),Forest area (sq. km),Forest area (% of land area),Cereal production (metric tons),Crop production index (2014-2016 = 100),Food production index (2014-2016 = 100),Livestock production index (2014-2016 = 100),Cereal yield (kg per hectare),"Access to electricity, rural (% of rural population)","Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)","Agriculture, forestry, and fishing, value added (current US$)","Agriculture, forestry, and fishing, value added (% of GDP)",Rural population,Rural population growth (annual %),Rural population (% of total population),Agricultural raw materials imports (% of merchandise imports)
1991,DEU,56.5781970649895,256.826542088416,171360.0,49.0820038381119,0.144462406879925,33.1080113424799,6559828.0,0.710337123707501,113054.0,32.381634348237,39267858.0,81.2,92.12,99.51,5986.1,100.0,2.4841504096,20070713022.9817,1.06998573771213,21388515.0,0.165309318029125,26.731,2.6557276659804
1991,DNK,236.016260162602,227.864992150706,27700.0,69.25,0.494344719688307,63.7,1561552.0,0.25,5354.56,13.3864,9231245.0,98.55,93.4,90.82,5911.6,100.0,35.8402572294,4198515125.45924,3.01659707418614,779794.0,0.0746629617893172,15.129,2.99151018825266
1991,FIN,109.689420899385,147.43227377484,24248.0,7.96086542565416,0.458679548600446,7.5501493811353,1024300.0,0.0068945139367674,219323.61,72.0061755146262,3429000.0,93.75,99.0,101.77,3347.7,100.0,1.0856856522,6165269813.26276,4.82436459447954,1010620.0,-1.78776697278262,20.157,2.38928027025233
1991,FRA,150.77214846925,312.091659048976,304849.0,55.673471325831,0.304526186164275,32.5646588721725,9219799.0,2.20247422228553,145212.0,26.5195428496291,60262165.8,91.09,98.44,107.32,6536.2,100.0,12.6823922096,31118707127.0782,2.47177542612757,15090014.0,-0.167010735072451,25.771,2.37108466510571
1991,GBR,152.887323943662,330.592355717984,181430.0,74.9927665027074,0.114358063193392,27.1442152688794,3499695.0,0.272806183606828,27956.0,11.5554085892614,22629199.0,98.62,98.39,98.37,6466.0,100.0,7.2868037135,14092559082.8924,1.23316362278268,12569161.0,0.437252572715861,21.888,2.53139649888142
1991,IDN,82.5145253893492,132.741551905315,415240.0,22.9215542319645,0.0968046395212273,9.9808453440938,13190619.0,6.46731840337387,1168185.0,64.4846735152382,50944146.0,49.25,60.75,44.99,3862.1,31.0102974111406,91.5038861544,22929992151.544,19.661807287925,127732034.0,0.276673298538835,68.387,4.74095968872387
1991,ITA,138.721773011018,223.223595505618,160540.0,54.5850192104995,0.156804649648993,30.2607867804563,4401724.0,10.0302607867805,76677.0,26.0708578423039,19219130.0,118.57,113.57,106.2,4366.3,100.0,52.8563001589,40412963945.6844,3.23538616255156,18897182.0,0.129319782400166,33.294,4.92058506352346
1991,JOR,1.75748452976159,136.606425702811,10104.0,11.4505893019039,0.038159467238667,1.69310970081596,108539.0,0.793291024478695,975.0,1.10494106980961,101779.0,37.38,37.12,38.15,937.7,93.4891651235119,74.9196141479,314746220.254793,7.2447599729547,1000125.0,3.32940535796649,25.545,1.5471481912104
1991,KOR,98.1693121693122,481.421899325376,21610.0,22.4030686294837,0.0445078800427867,19.9771926187021,1369123.0,1.70018660584698,65435.0,67.8364088741447,7720465.0,98.44,73.32,48.13,5639.0,99.8172354725825,67.1535172298,22564976526.3209,6.82449065102394,10836049.0,-3.41855632122604,25.028,6.74100396835346
1991,MUS,222.217745184946,284.278350515464,1100.0,54.1871921182266,0.0906316747425406,47.7832512315271,572.0,2.95566502463054,411.56,20.2738916256158,2130.0,146.0,110.7,36.67,3723.8,98.3470808149092,76.441974451,284800407.709841,9.83645990422808,601736.0,1.29849471327389,56.223,2.69085588081889
1991,NLD,24.9790192969014,628.442227950241,19695.0,58.3382701421801,0.059211145365054,26.4306872037915,189604.0,0.977488151658768,3467.47,10.270941943128,1339247.0,81.24,88.74,91.66,7063.4,100.0,2.3048979081,12811561763.3192,3.90617455072096,4622058.0,-1.29312281074979,30.671,2.13973844999231
1991,NZL,158.474882544272,1150.9186351706,137585.833,52.2524146443356,0.109009756516266,1.44696365500741,157272.0,0.18229463370172,94200.87,35.7756522729862,809022.16,56.6,56.57,62.11,5144.1,100.0,44.0,2944519468.82737,6.88851738254768,526013.0,3.47244081514363,15.05,1.08567963967712
1991,ROU,42.5551470588235,49.1350949803672,147980.0,64.4905430140329,0.409675079360145,41.0659809988669,6048950.0,2.60176065545193,63705.0,27.7630088032773,19306621.0,81.83,98.68,136.32,3191.7,100.0,44.6840026333,5444429899.20147,18.8710921548165,10596632.0,-2.40448155532519,46.07,3.0561931731963
1991,SWE,143.182352941176,104.805166846071,33580.0,8.24373366995655,0.323416353587955,6.84195525258157,1148597.0,0.007364860336471,280730.0,68.9179080752502,5160200.0,85.68,93.44,98.85,4492.6,100.0,5.6210030293,8210017858.61926,2.99816663714922,1447374.0,0.0643440847932594,16.796,1.90526507539429
1992,ARE,9.59965561773569,586.842105263158,3390.0,4.77330329484652,0.0179691970133303,0.535060546324979,1552.0,0.436496761475641,2578.86,3.63117431709378,6779.49,90.57,55.48,26.63,4368.3,100.0,68.0668666952,747752655.952057,1.37862107758448,449169.0,5.93700353267559,21.24,0.285241112690783
1992,AUT,101.520912547529,185.933147632312,30130.0,36.5123606398449,0.183146702677016,17.4018419777024,838900.0,0.848279205041202,37881.64,45.9060106640814,4322590.0,92.65,94.83,96.13,5152.7,100.0,2.7293321324,4825532181.31731,2.48336784032364,2946774.0,1.82693999053869,37.583,2.90009374457398
1992,BGR,32.9764731095407,58.5527551272548,61540.0,55.6268643225165,0.473878487579395,36.5813974509627,2232376.0,2.55807647111995,33366.0,30.1599927686884,6593632.81,100.38,128.12,236.4,2953.6,100.0,27.5338314389,1202525773.19588,11.6180278884462,2813472.0,-2.09761069987758,32.944,2.81057690963572
1992,DEU,57.5678340080972,248.003052236854,169510.0,48.5521152579269,0.142227065739912,32.8444991836852,6514452.0,0.690287285538338,113108.0,32.3971013662533,34758462.0,81.59,87.29,91.17,5335.6,100.0,2.2938632618,21174702567.3137,0.988835539128248,21478393.0,0.419335734235975,26.64,2.69463552126534
1992,DNK,239.150943396226,199.684915320993,27560.0,68.9,0.490972411565987,63.475,1611927.0,0.225,5394.72,13.4868,6954231.0,81.05,89.1,93.17,4314.2,100.0,34.6992585255,4237910571.39544,2.770482903403,780980.0,0.151975907885728,15.102,3.05836724618167
1992,FIN,98.3019943019943,151.041849063211,24065.0,7.90078466134804,0.453074895795154,7.49991792245313,914500.0,0.0068945139367674,219893.92,72.1934140976394,2602500.0,80.84,92.7,98.94,2845.8,100.0,1.3100794236,4814175736.66047,4.27782888684453,1001945.0,-0.862089296688788,19.872,3.30565823278782
1992,FRA,143.037574992106,253.825594360925,303843.0,55.4897491809207,0.303278436688865,32.5931485884807,9324538.0,2.19991745287326,146064.0,26.6751405310045,60473754.7,100.14,102.42,105.36,6485.4,100.0,12.5417505928,34176579925.6506,2.45934288583764,15064137.0,-0.171631470255853,25.599,2.32592037979706
1992,GBR,145.566860465116,305.61489166921,180700.0,74.6910263299301,0.113823449860597,27.0904807175629,3486261.0,0.264539329558137,28132.0,11.6281569048898,22057171.0,102.32,100.87,100.08,6326.9,100.0,9.0251697301,14427392067.3921,1.22301322582085,12568650.0,-0.0040655886868641,21.828,2.39105936939277
1992,IDN,90.8547309180443,142.667771333886,413510.0,22.828816992995,0.0952412303558911,9.99409352108944,14732663.0,6.32103644904696,1150920.0,63.531632782614,56235467.0,52.79,65.6,50.33,3817.1,53.9080861122565,90.0289284775,24992669661.8586,19.5214104727292,127893738.0,0.126516211807538,67.297,5.61094608561117
1992,ITA,162.605752961083,219.657142857143,159780.0,54.3266124919248,0.154057196630524,29.7507735201115,4225437.0,9.78885451021726,77456.5,26.3358947332631,19890867.0,119.0,114.82,108.29,4707.4,100.0,51.8300373726,41207897879.0259,3.11425048353394,18889575.0,-0.0402627836136495,33.258,4.70914818157378
1992,JOR,1.35128621791341,60.4543704274163,11207.0,12.7005893019039,0.0629165008153465,2.94310970081596,120512.0,0.793291024478695,975.0,1.10494106980961,144313.0,50.64,48.3,46.87,1197.5,93.4762080825704,74.8983739837,363332539.003086,6.84134721914469,1007735.0,0.758024607220076,24.414,1.24527007663665
1992,KOR,92.2112716486461,507.744994731296,21360.0,22.143893842007,0.0433848781344374,19.6765498652291,1293007.0,1.78312253783952,65360.0,67.7586564379017,7677307.0,103.31,80.47,58.04,5937.6,99.8220252801251,65.8527094075,23491681555.9531,6.60760508004589,10578257.0,-2.40777781197233,24.18,6.42423964318583
1992,MUS,182.314694408322,277.479166666667,1090.0,53.6945812807882,0.088524871339243,47.2906403940887,451.0,2.95566502463054,412.42,20.3162561576355,2000.0,150.09,115.03,41.7,4434.6,98.4021830503044,76.0100182149,322834353.945536,9.8796262146376,611050.0,1.53599779671694,56.347,2.47520274939636
1992,NLD,25.866843046053,606.037547211731,19638.0,58.1694312796209,0.059285442480015,26.664691943128,180938.0,1.00710900473934,3481.64,10.3129146919431,1349658.0,92.31,94.03,94.66,7459.2,100.0,2.6371856163,13244481203.0075,3.64362824909901,4521389.0,-2.20208129318304,29.777,2.22997363215861
1992,NZL,175.938117182357,1380.82581909193,136012.539,51.6549082830124,0.109603646968882,1.47008165280468,138902.0,0.170901219095363,94679.04,35.9572519083969,736193.0,60.08,60.16,65.34,5300.1,100.0,44.0,2797745640.15313,6.71730388715134,526117.0,0.0197694201930782,14.897,1.18914563848322
1992,ROU,41.1306235714918,59.1001389334188,147900.0,64.4556785496383,0.410497649322962,40.7783491676109,5773881.0,2.62790900374793,63700.0,27.7608297742526,12288452.0,70.01,86.72,123.88,2128.3,100.0,44.7835461934,4782916666.66667,19.0390101506004,10433628.0,-1.55021634895563,45.773,3.54124033620107
1992,SAU,60.1048990068073,147.561643835616,1237460.0,57.5645790788439,0.3123214847404,1.69791923486642,1121897.0,0.044657601793747,9770.0,0.454484134921779,4702572.0,126.5,80.42,46.83,4191.6,100.0,89.9529964747,7598130841.1215,5.54252679228818,2588482.0,1.80877798116121,22.149,1.12213135099984
1992,SWE,268.547863247863,113.635081374322,33440.0,8.20936432171968,0.318986920613327,6.78794627678078,1119160.0,0.007364860336471,280830.0,68.9424576097051,3759700.0,76.09,89.05,98.06,3359.4,100.0,5.8526740666,8087032178.30283,2.84842741114626,1442280.0,-0.352568527355025,16.639,2.1337236514354
1992,VEN,88.7052341597796,123.798539023453,216070.0,24.4963437446857,0.12516272116171,2.94881242559946,763049.0,0.862762881922794,514510.0,58.3311603650587,1978459.0,81.23,74.3,70.67,2592.8,85.7920054399949,44.1100347874,3103978552.29395,5.13763217711413,3114648.0,0.0221237269524453,14.988,2.53841378081852
1992,ZWE,100.977777777778,40.5701027984264,133500.0,33.8743505234587,0.279368757416353,7.23818405066563,1169889.0,0.114258756624014,187345.4,48.4284347938477,482169.0,78.03,85.23,92.19,412.1,3.0640699844598,78.9465763732,455830400.0,6.75157042044845,7438484.0,1.73373377087011,69.501,2.07755909707508
1993,ARE,10.6661532537543,692.5,3550.0,4.99859194593072,0.0180010467608691,0.563221627710504,1079.0,0.492818924246691,2643.29,3.72189524077725,4492.44,96.08,58.86,28.23,4164.7,100.0,67.607177099,823753745.573413,1.48090107737512,475217.0,5.63723329125762,21.386,0.21820776008919
1993,AUS,278.576559001652,88.7127385892116,4600970.0,59.8905275763769,0.97029692639693,2.22732775340718,13146872.0,0.0242114991604077,1332617.7,17.3465980240293,24099636.0,59.51,67.19,83.25,1833.1,100.0,65.4467168999,10152473299.6065,3.25260169867343,2617535.0,1.75566161100748,14.843,1.94981176472179
1993,AUT,88.2154882154882,184.637068357999,29990.0,36.3427047988366,0.179492268361053,17.1958313136209,826603.0,0.957343674260785,37944.11,45.9817135239942,4206456.0,93.89,94.27,94.48,5088.8,100.0,2.7837318709,4231545013.60464,2.23142704311096,2992756.0,1.54836893349524,37.856,2.74032924688112
1993,CZE,138.080683769931,91.9276710684274,42820.0,55.4160735084768,0.322560190825525,43.1215219360683,1613589.0,0.996505759026789,26317.81,34.0595444545102,6485852.0,95.63,125.48,164.22,4019.5,100.0,0.9075136794,1738209652.5229,4.22350146875076,2592690.0,0.619225772607,25.099,2.73377452170605
1993,DEU,64.8438485804416,228.863908872902,171620.0,49.1578826764436,0.143870419624398,33.4440879926673,6223589.0,0.673120989917507,113162.0,32.413496791934,35547425.0,82.24,86.23,88.94,5711.7,100.0,2.0559335451,20328877321.6609,0.977841510464679,21508871.0,0.141800162517505,26.503,2.33639331992818
1993,DNK,210.0,190.682984603237,27390.0,68.475,0.488183003291043,63.325,1444000.0,0.225,5434.88,13.5872,8198500.0,92.3,95.44,97.03,5677.6,100.0,33.4354203606,3816330295.03848,2.6666867919779,782186.0,0.154302260832484,15.075,2.78124607227115
1993,FIN,92.3428184281843,149.738530497451,23837.0,7.825929938606,0.449151052009426,7.4710266259562,926200.0,0.0068945139367674,220464.23,72.3806526806527,3340300.0,95.67,95.8,95.88,3606.5,100.0,1.5258592997,3901321952.74279,4.37799322509053,992568.0,-0.940286585044314,19.591,2.86294200155428
1993,FRA,147.99099967856,255.298384145327,302913.0,55.3199066413912,0.305124466072791,32.9344773050189,8510030.0,2.18384633085327,146916.0,26.8307382123799,55422571.9,90.41,96.96,104.94,6512.6,100.0,12.2986369269,28543317118.3692,2.17161277383409,15028735.0,-0.235285062401777,25.428,2.124306155385
1993,GBR,143.103448275862,340.666557215564,175340.0,72.4755094448807,0.105529214544202,25.1767040052908,3030448.0,0.252139048485099,28308.0,11.7009052205183,19481622.0,95.91,97.93,99.09,6428.6,100.0,10.7595104201,13096294241.1518,1.23388292776665,12564188.0,-0.0355073314591846,21.768,2.16023171313271
1993,IDN,76.6982353116424,127.806277235369,420160.0,23.1931418603753,0.0937843524183482,10.0073416980851,13952314.0,6.67211313943154,1133655.0,62.5785920499898,54640825.0,53.4,66.2,54.27,3916.3,36.0552411207731,88.6875071924,28251352199.159,17.8798444276384,127952557.0,0.0459799513893927,66.192,5.21167264816052
1993,IND,135.275568379785,76.1767372344482,1813820.0,61.0058556634457,0.176317924349122,54.6840262479021,100066500.0,2.5898109438011,650339.0,21.873442329619,208626900.0,56.97,52.45,38.04,2084.9,39.5803384393815,91.8217286915,75562205488.0029,27.0545587671255,680606360.0,1.81979957965086,73.809,3.37983357973329
1993,ITA,231.90012180268,222.678362573099,159100.0,54.0954064805685,0.150443886005342,29.0707558396518,4075797.0,9.62225017850464,78236.0,26.6009316242222,19771428.0,113.74,111.84,109.53,4850.9,100.0,50.8278052502,31969520118.1248,2.99504807113879,18867028.0,-0.119433428267643,33.198,4.92503172795338
1993,JOR,1.37556689390244,71.17903930131,10900.0,12.3526745240254,0.0526676510227644,2.59519492293744,64864.0,0.793291024478695,975.0,1.10494106980961,88891.5,36.6,41.5,52.82,1370.4,93.4717608605831,73.9779364049,287507703.676548,5.12820512820513,1013958.0,0.615624593245962,23.32,1.30832451319847
1993,KOR,91.9105153860676,519.306666666667,21180.0,21.9572879950238,0.0424259708668664,19.4381090607506,1280481.0,1.86605846983205,65285.0,67.6809040016587,6814911.0,101.41,80.74,61.36,5322.1,99.8797266450095,64.6351607992,23225710963.9469,5.91488137145192,10321655.0,-2.45565526438626,23.355,6.5277417910953
1993,MAR,21.7030114226376,37.1596844093788,307110.0,68.8124579879005,0.35132326558001,20.1635671073269,5027863.0,1.81940398834864,54916.65,12.3048734035402,2817864.04,46.19,45.98,46.44,560.4,22.6456890719688,91.3344808842,4137182826.11033,13.0694074271171,12661546.0,0.126296534790158,49.431,5.2422056136597
1993,MUS,205.866054464851,276.648936170213,1070.0,52.7093596059113,0.0856590369372702,46.3054187192118,428.0,2.95566502463054,413.28,20.3586206896552,1816.0,144.89,112.41,44.7,4243.0,98.4558275966457,75.5922815661,298629988.341472,9.02941361193119,619687.0,1.40357229714846,56.47,2.85788212041442
1993,NLD,24.9879167749824,575.267649340574,19669.0,58.2612559241706,0.0590110061445218,26.7268957345972,183300.0,1.03672985781991,3495.81,10.3548874407583,1466100.0,91.95,94.01,94.76,7998.4,100.0,2.9950621948,11296926910.299,3.19058691390917,4418916.0,-2.29248303794429,28.9,2.24548827028479
1993,NZL,206.615257595773,1600.96165533689,134435.345,51.0559207777904,0.109396030457421,1.48412327674604,152163.0,0.167103414226577,95157.21,36.1388515438077,803099.0,61.15,59.78,63.77,5277.9,100.0,44.0,3426801614.95493,7.32604197457878,526757.0,0.121572016941312,14.746,1.21077610967175
1993,ROU,47.9602933385383,64.4470613424687,147930.0,64.4687527237863,0.410353868159597,40.7086202388216,6394957.0,2.61483482959993,63695.0,27.7586507452279,15493054.0,89.5,100.1,123.27,2422.7,100.0,44.8846539619,5533583316.88705,20.991425348626,10454264.0,0.197588217267392,45.926,2.89649120090353
1993,SAU,47.2530896250909,123.910675381264,1307850.0,60.8390046937,0.300592786657217,1.70815326861082,1130013.0,0.0525657187780564,9770.0,0.454484134921779,5042521.0,131.84,81.76,45.3,4462.4,100.0,89.6208464143,7976234979.9733,5.99861436044702,2664768.0,2.90453959179732,21.814,1.22121171672933
1993,SWE,265.524193548387,118.563197695355,33560.0,8.23882376306557,0.318515865175457,6.81740571812666,1101400.0,0.007364860336471,280930.0,68.96700714416,5241500.0,96.15,100.78,104.05,4758.9,100.0,5.6899979434,5706375105.99481,2.68349609121289,1437168.0,-0.355068427749611,16.484,1.86009667293694
1993,URY,535.294117647059,71.09375,149300.0,85.3045366243858,0.405532348333278,7.31344989144098,601593.0,0.257113472745972,9693.0,5.53822420294823,1491079.0,33.99,50.98,69.85,2478.6,73.2686698192808,86.7985611511,1105171104.86129,7.36675786246185,317528.0,-2.53523712679533,10.06,2.32404548816978
1993,VEN,69.8019801980198,108.503270488649,216030.0,24.4918088543733,0.122279872704724,2.94654498044329,743014.0,0.865030327078964,511635.0,58.0052151238592,2184188.0,80.48,77.65,76.61,2939.6,90.5958557563391,44.0654826429,3107144665.61561,5.17534323584413,3113362.0,-0.0412973010087358,14.648,2.36127395358936
1993,ZWE,132.515378221114,54.9843805191198,135200.0,34.4708881995605,0.278998126016548,7.4946260824609,1709052.0,0.11830683727543,186884.7,48.3093447072509,2566994.0,125.12,78.0,67.08,1502.0,6.81137772522481,78.9395194698,901730600.0,13.7379075056873,7500115.0,0.825128911649387,69.06,2.10604091405646
1994,AUS,264.900493657344,97.1385938463263,4691430.0,61.0680395194148,1.00210789180043,2.32261171784492,13640768.0,0.0260338700649545,1330549.6,17.3196777006886,27487013.0,63.46,70.42,84.39,2015.1,100.0,69.4891201514,10775510204.0816,3.338069551688,2665835.0,1.82842941577209,14.972,1.78106671956555
1994,AUT,88.9679715302491,175.685172171469,29941.0,36.2833252544838,0.179306809702174,17.2443044110519,822728.0,0.920988851187591,38006.58,46.0574163839069,4435935.0,96.03,94.28,93.2,5391.7,100.0,2.8403442497,4866883508.01108,2.40057756945597,3026042.0,1.10607929866542,38.13,2.97907256784593
1994,CZE,94.8183610250634,101.507386192342,42840.0,55.441956774945,0.320992120161179,42.9273974375566,1661548.0,0.996505759026789,26325.68,34.0697295198654,6798603.54,87.77,110.62,140.28,4091.7,100.0,1.1184279293,2043548862.25465,4.24074163093722,2606957.0,0.54876939930546,25.228,2.87892298847857
1994,DEU,64.9918604651163,246.203811944091,173080.0,49.5774970639627,0.144956280301757,33.8145570164132,6235406.0,0.664546990919767,113216.0,32.4298931568846,36328713.0,79.25,83.33,86.09,5826.2,100.0,1.8114865742,22005544172.5925,0.993351541332521,21410142.0,-0.460071969253141,26.29,2.64231050234467
1994,DNK,198.297872340426,197.040169133192,26910.0,67.275,0.454267812484394,59.125,1410350.0,0.225,5475.04,13.6876,7800025.0,82.96,92.16,96.8,5530.6,100.0,32.0277768764,4027212998.7737,2.58125029411355,783426.0,0.158404542030084,15.048,3.11387920199927
1994,EGY,80.1417246652429,322.749994258725,30126.6,3.02643025767241,0.0406414569834617,2.62460193882164,2561268.0,0.401828318850771,499.7,0.0501984027324326,15011740.0,52.74,51.4,53.44,5861.1,93.02430012564,86.0855678787,8155397390.27284,15.7142857142857,36677500.0,2.38738932350412,57.054,5.70276945826905
1994,FIN,97.2890410958904,154.413619167718,24119.0,7.91851341147116,0.451955483259449,7.5501493811353,947700.0,0.0072228241242325,221034.54,72.5678912636659,3399600.0,96.23,97.28,97.84,3587.2,100.0,1.7335119376,4324416619.23734,4.1910288374556,982659.0,-1.00333613571932,19.312,2.83459508725811
1994,FRA,175.435591958302,260.397210464075,302049.0,55.1621174433767,0.305035681245484,33.0484361702516,8129016.0,2.16978409908577,147768.0,26.9863358937553,53185122.0,91.26,98.15,106.52,6542.6,100.0,12.0313104523,31467982041.5879,2.27070751919673,14983681.0,-0.300235967965207,25.257,2.38342020570696
1994,GBR,153.457814661134,375.401793266791,174090.0,71.9588310668375,0.102150244501302,24.4326871409085,3041955.0,0.252139048485099,28484.0,11.7736535361468,19945396.0,91.29,98.07,101.93,6556.8,100.0,12.4898397489,14547554331.1907,1.2755532772586,12560917.0,-0.0260377022780999,21.707,2.5037289230321
1994,IDN,80.0142708873897,144.049982482775,419710.0,23.1683015285084,0.0871145061024612,9.4536783011421,13843200.0,7.20093620450769,1116390.0,61.6255513173656,53510380.0,53.3,66.1,57.25,3865.5,45.7272995529469,87.4622729426,30578040032.3962,17.286262325045,127916405.0,-0.0282582146408014,65.067,5.63328228816626
1994,IND,129.282937810091,83.4558929395478,1812910.0,60.9752488068371,0.172685143328515,54.6635095638018,100184200.0,2.62344485216216,653992.0,21.996306996862,211941400.0,58.87,54.15,39.48,2115.5,37.1160057221975,91.7671273155,86793084184.2244,26.519937575032,692705944.0,1.7621479188002,73.601,4.34108878503529
1994,ITA,209.545957918051,227.182134710049,157020.0,53.3881880928904,0.146525366181474,28.3193363027439,4103767.0,9.56784876406786,79015.5,26.8659685151814,19186472.0,112.01,110.88,109.86,4675.3,100.0,49.8487695171,32921280019.2123,2.98808942565623,18836766.0,-0.160524993841892,33.138,5.60619008770352
1994,JOR,0.992978225406057,66.3507109004739,10720.0,12.1486854034451,0.0462576670438895,2.39120580235721,60084.0,0.793291024478695,975.0,1.10494106980961,74916.0,48.28,48.49,50.49,1246.9,93.4850279490451,73.0167153091,276084156.290253,4.42705345053129,1015369.0,0.139060903184341,22.26,1.89449651035375
1994,JPN,139.550526232492,378.43347639485,56250.0,15.4278661546901,0.0372269887679944,12.7811300054855,2448141.0,1.16017553483269,249204.0,68.3499725726824,15787203.37,128.21,110.73,97.17,6448.7,100.0,65.2622975182,94582800921.2604,1.89211105306723,27688122.0,-0.329288215843118,22.119,6.65874944678151
